,outputs_0,outputs_1,outputs_2,outputs_3,outputs_4,outputs_5,final_output
1980,Qgg1#,Qgg1#,Qgg1#,Qgg1#,Qgg1#,Qgg1#,Qgg1#
1981,Qg5#,Qb1#,Qb1#,garbage,garbage,Qc5#,Qg5#
1982,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1983,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#
1984,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1985,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1986,garbage,garbage,garbage,garbage,Rd1#,garbage,Rd1#
1987,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1988,Rag1#,Rag8#,Rag8#,Rag8#,Rag8#,Rag8#,Rag1#
1989,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1990,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qg5#,Qh5#
1991,Qe1#,Qe1#,garbage,Qe1#,Qe1#,Qe1#,Qe1#
1992,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1993,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#,Qf4#,Qg3#
1994,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
1995,garbage,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#
1996,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1997,Rxf7#,Rxf7#,garbage,garbage,garbage,Rxf7#,Rxf7#
1998,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#
1999,Qb5#,Qb5#,Qa6#,Qb5#,Qa6#,Qa6#,Qb5#
2000,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
2001,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2002,Qxe7#,garbage,garbage,Qxe7#,Qxe7#,garbage,Qxe7#
2003,Bxf7#,Bxf7#,Bxf7#,Bxf7#,Bxf7#,Bxf7#,Bxf7#
2004,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2005,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2006,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2007,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
2008,Rf8#,garbage,Rf8#,Rf8#,Qe8#,Rf8#,Rf8#
2009,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2010,Rdg7#,Rdg7#,Rdg7#,Rdg7#,Rdg7#,Rdg7#,Rdg7#
2011,garbage,Qd3#,garbage,garbage,garbage,garbage,Qd3#
2012,garbage,Qxg7#,garbage,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2013,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
2014,Bg4#,Bg4#,Bg4#,garbage,Bg4#,garbage,Bg4#
2015,Rb6#,Qd5#,Rb6#,Qd5#,Rb6#,Rb6#,Rb6#
2016,Bb5#,Bb5#,Re7#,Rf8#,Re7#,Re7#,Bb5#
2017,Qg7#,garbage,garbage,garbage,Qg7#,Qg7#,Qg7#
2018,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2019,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#
2020,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#
2021,garbage,Qg6#,garbage,garbage,garbage,Qg6#,Qg6#
2022,Qe3#,Qe3#,Qe3#,Qe3#,garbage,garbage,Qe3#
2023,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
2024,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
2025,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#
2026,Rh6#,Rh6#,Rh6#,Rh6#,garbage,Rh6#,Rh6#
2027,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2028,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2029,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2030,Rd1#,Rd1#,garbage,garbage,garbage,garbage,Rd1#
2031,Qg2#,Qg2#,garbage,garbage,garbage,garbage,Qg2#
2032,Rh7#,Rh7#,Bf6#,garbage,Rh7#,Bf6#,Rh7#
2033,Rxa7#,Rxa7#,Rxa7#,Rxa7#,Rxa7#,Rxa7#,Rxa7#
2034,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2035,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2036,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2037,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
2038,Qa8#,Qa8#,Qa8#,Ra8#,Qa8#,Ra8#,Qa8#
2039,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2040,Qh6#,garbage,garbage,garbage,garbage,garbage,Qh6#
2041,Qxg6#,Qxg6#,garbage,garbage,Qxg6#,garbage,Qxg6#
2042,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
2043,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2044,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2045,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2046,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2047,Qh7#,Qh7#,garbage,Qh7#,Qh7#,Qh7#,Qh7#
2048,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#
2049,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2050,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
2051,Qd8#,Qd8#,Qd8#,garbage,garbage,garbage,Qd8#
2052,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2053,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#
2054,Qb4#,Qb4#,a6#,a6#,Qb4#,Qb4#,Qb4#
2055,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2056,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#
2057,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2058,Bc5#,Qg3#,Qg3#,Qg3#,Qe3#,Qg3#,Bc5#
2059,Rd1#,Qd1#,Rd1#,Qd1#,Qd1#,Rd1#,Rd1#
2060,garbage,garbage,Qd2#,Qd2#,Qd2#,Qd2#,Qd2#
2061,Qe8#,garbage,garbage,garbage,Qd7#,garbage,Qe8#
2062,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#,Qc8#
2063,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#,Qxd5#
2064,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2065,Qg7#,garbage,Qg7#,garbage,Qg7#,garbage,Qg7#
2066,Qg1#,Qh1#,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#
2067,Rc5#,garbage,Rc5#,garbage,garbage,garbage,Rc5#
2068,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2069,garbage,garbage,Qxe8#,garbage,Qxe8#,Qxe8#,Qxe8#
2070,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2071,Ne3#,garbage,Ne3#,Nd2#,garbage,Nd2#,Ne3#
2072,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2073,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2074,Qg6#,Qg6#,Qg6#,Qg6#,Qg6#,Qg6#,Qg6#
2075,Qh1#,Qh1#,Qh1#,Qxe2#,Qh1#,Qxe2#,Qh1#
2076,garbage,Qxf6#,Qxf6#,garbage,garbage,garbage,Qxf6#
2077,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2078,Rf8#,Rf8#,Rf8#,Rf8#,Qh8#,garbage,Rf8#
2079,Qxc3#,Qxc3#,Qxc3#,Qxc3#,Qxc3#,Qxc3#,Qxc3#
2080,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2081,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#
2082,Qe6#,Qe6#,Qe6#,Qe6#,Re6#,Qe6#,Qe6#
2083,Qe6#,Qe6#,garbage,Qe6#,Qe6#,Qe6#,Qe6#
2084,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
2085,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
2086,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
2087,garbage,Rh3#,Rh3#,Rh3#,Rh3#,garbage,Rh3#
2088,Qxg7#,garbage,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2089,garbage,Qd5#,Bb2#,garbage,Qd5#,garbage,Qd5#
2090,f7#,garbage,garbage,g8#,garbage,garbage,f7#
2091,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2092,Qg3#,Qg3#,Rh3#,Rh3#,Qg3#,Rh3#,Qg3#
2093,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2094,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
2095,garbage,garbage,garbage,Qd1#,Qd1#,Qe4#,Qd1#
2096,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2097,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
2098,Rxe7#,Rxe7#,Rxe7#,garbage,garbage,garbage,Rxe7#
2099,garbage,Qxf7#,Qxf7#,Qxf7#,Qxf7#,garbage,Qxf7#
2100,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
2101,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2102,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
2103,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2104,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2105,Qxa7#,garbage,Qxa7#,garbage,garbage,garbage,Qxa7#
2106,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2107,garbage,garbage,Qg6#,Qg6#,garbage,Qg6#,Qg6#
2108,garbage,Qh2#,Qh2#,garbage,Qh2#,Qh2#,Qh2#
2109,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2110,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2111,Qa1#,Qa4#,garbage,garbage,Qa4#,Qa4#,Qa1#
2112,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2113,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#
2114,garbage,Qxc7#,garbage,garbage,garbage,garbage,Qxc7#
2115,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2116,garbage,Qxc6#,Qxc6#,garbage,Qb7#,garbage,Qxc6#
2117,Qxf1#,Qxf1#,Qxf1#,garbage,Qxf1#,Qxf1#,Qxf1#
2118,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2119,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#
2120,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2121,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2122,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2123,c4#,Qb4#,garbage,garbage,Qb4#,c4#,c4#
2124,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2125,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2126,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
2127,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
2128,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2129,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2130,Ne6#,Ne6#,Ne6#,garbage,garbage,Ne6#,Ne6#
2131,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2132,Qh2#,garbage,garbage,garbage,Qh2#,Qh2#,Qh2#
2133,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
2134,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#
2135,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
2136,garbage,Qb2#,garbage,garbage,garbage,garbage,Qb2#
2137,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2138,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#
2139,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#
2140,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
2141,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
2142,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#
2143,garbage,garbage,Qxf2#,Qxf2#,Qxf2#,garbage,Qxf2#
2144,garbage,Rf8#,Rf8#,Rf8#,Rf8#,Qc7#,Rf8#
2145,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2146,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
2147,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2148,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
2149,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
2150,Rd8#,garbage,Rd8#,garbage,Rd8#,Rd8#,Rd8#
2151,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#
2152,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#
2153,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2154,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
2155,Be3#,Be3#,Be3#,Be3#,Be3#,Be3#,Be3#
2156,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#
2157,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2158,Nf3#,garbage,Nf3#,Nf3#,Nf3#,Nf3#,Nf3#
2159,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
2160,garbage,Qxf7#,Qxf7#,garbage,garbage,garbage,Qxf7#
2161,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
2162,Qc4#,Qb3#,Qc4#,Qc4#,Qb3#,Qc4#,Qc4#
2163,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
2164,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
2165,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#
2166,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2167,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2168,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2169,Qh8#,Qh8#,garbage,garbage,garbage,Qh8#,Qh8#
2170,Qxf2#,Qxf2#,garbage,Qxf2#,Qxf2#,Qxf2#,Qxf2#
2171,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2172,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2173,garbage,Qxc2#,Qxc2#,Qxc2#,garbage,Qxc2#,Qxc2#
2174,Qxd3#,Qxd3#,Qxd3#,Qxd3#,Qxd3#,Qxd3#,Qxd3#
2175,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2176,garbage,Qxe7#,garbage,Qxe7#,Qxe7#,garbage,Qxe7#
2177,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
2178,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#
2179,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
2180,garbage,garbage,garbage,garbage,Qg2#,garbage,Qg2#
2181,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
2182,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#
2183,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2184,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2185,garbage,Qg8#,Qg8#,Qg8#,Qg8#,garbage,Qg8#
2186,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2187,Qg1#,Qf1#,Qf1#,Qf1#,Qf1#,Qg1#,Qg1#
2188,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2189,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2190,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#
2191,garbage,garbage,garbage,Qxb7#,Qxb7#,Qxb7#,Qxb7#
2192,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2193,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2194,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2195,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2196,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2197,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
2198,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2199,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2200,garbage,garbage,garbage,garbage,g5#,garbage,g5#
2201,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2202,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2203,Bb2#,Rb1#,Rb1#,Rb1#,Bb2#,Rb1#,Bb2#
2204,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2205,Nf3#,Nf3#,Nf3#,Nf3#,Nf3#,Nf3#,Nf3#
2206,garbage,Qxe2#,garbage,Qxe2#,garbage,garbage,Qxe2#
2207,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
2208,Qa1#,garbage,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#
2209,Rxb1#,Rh1#,Rh1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#
2210,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2211,garbage,Qxc8#,Qxc8#,garbage,Qxc8#,Qxc8#,Qxc8#
2212,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
2213,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2214,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
2215,Qxh5#,Qxh5#,Qxh5#,Qxh5#,Qxh5#,Qxh5#,Qxh5#
2216,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2217,Qe3#,Bc4#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#
2218,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2219,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2220,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
2221,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2222,Rh3#,garbage,garbage,Rh3#,garbage,garbage,Rh3#
2223,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2224,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2225,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2226,Qxd2#,garbage,Qxd2#,garbage,Qxd2#,Qxd2#,Qxd2#
2227,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2228,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2229,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2230,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#
2231,Ra1#,garbage,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
2232,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2233,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
2234,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2235,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2236,garbage,Qh6#,garbage,Qh6#,Qh7#,Qh6#,Qh6#
2237,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#,Qa5#
2238,garbage,garbage,garbage,Nf3#,garbage,Nf3#,Nf3#
2239,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2240,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2241,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2242,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Rh2#,Qh3#
2243,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2244,Qb7#,Qb7#,Qc8#,garbage,garbage,Qc8#,Qb7#
2245,Qd2#,garbage,Qd2#,Qd2#,garbage,garbage,Qd2#
2246,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2247,garbage,garbage,Rxc2#,Rxc2#,garbage,Rxc2#,Rxc2#
2248,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2249,garbage,garbage,garbage,garbage,Qf8#,garbage,Qf8#
2250,Bh6#,Qh8#,Bh6#,Bh6#,Qh8#,Qh8#,Bh6#
2251,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
2252,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#
2253,garbage,garbage,Rh1#,garbage,garbage,garbage,Rh1#
2254,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
2255,Nd2#,garbage,Nd2#,Nd2#,Nd2#,Nd2#,Nd2#
2256,Qhh1#,Qhh1#,Qhh1#,Qhh1#,Qhh1#,Qhh1#,Qhh1#
2257,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Rh2#,Qh2#
2258,Rd7#,Rd7#,Rd7#,Rd7#,Rd7#,Rd7#,Rd7#
2259,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2260,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2261,Nxc2#,Nxc2#,Nxc2#,garbage,Nxc2#,Nxc2#,Nxc2#
2262,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2263,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#,Qe5#,Qf6#
2264,Rxh2#,Rxh2#,garbage,Rxh2#,Rxh2#,Rxh2#,Rxh2#
2265,garbage,Qe2#,Qh1#,garbage,garbage,Qe2#,Qe2#
2266,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2267,Qc6#,garbage,garbage,garbage,garbage,Qc6#,Qc6#
2268,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2269,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2270,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
2271,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2272,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2273,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
2274,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2275,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2276,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2277,garbage,Rxh2#,Rxh2#,Rxh2#,garbage,garbage,Rxh2#
2278,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2279,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
2280,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#,Qa2#
2281,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2282,garbage,Ra3#,Ra3#,Ra3#,garbage,garbage,Ra3#
2283,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2284,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2285,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2286,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2287,garbage,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2288,garbage,garbage,garbage,garbage,Rf1#,Rf1#,Rf1#
2289,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2290,Qxc2#,Be1#,Qxc2#,garbage,Qxc2#,Qxc2#,Qxc2#
2291,Qh7#,garbage,Qh7#,garbage,garbage,Qh7#,Qh7#
2292,Rd1#,Qd1#,Qb2#,Rd1#,Qd1#,Qb2#,Rd1#
2293,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#,Qxe7#
2294,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#,Qxd2#
2295,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#
2296,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2297,Rh1#,Rh1#,garbage,Rxf2#,Rh1#,Rxf2#,Rh1#
2298,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#,Qxf5#
2299,garbage,garbage,garbage,garbage,garbage,garbage,garbage
